ID del canal,Título del canal,categoria,logo_url
UC9QwHvkEn4ooZbjiLp0k11w,Iván Cepeda Castro,Política y gobierno de Colombia,https://yt3.ggpht.com/B_FfkFWbITpR48gS3J6UVPiGkG4Enakf9LpQfWAMcFjZWpx62OW_bpSlUzw7PRa1Ecv-x_e_=s240-c-k-c0x00ffffff-no-rj
UC9RM-iSvTu1uPJb8X5yp3EQ,Wendover Productions,"Historia, documentales y cultura",https://yt3.ggpht.com/OnFIYArpFofrmngLXAsDGHsoVUpPA-yW3oD2ug7J2tq7H4BUcnnQvyfaQ8vw6s5JCiXJu1hb5A=s240-c-k-c0x00ffffff-no-rj
UC9T3XwCjQdzpSp7IzGkbtJA,International Rocket Launches,Robótica y espacio,https://yt3.ggpht.com/45_FWFsd9o0EP4zge-dVa0St4LCj4-GsAZ3vDocG2eC1IdjnmhYL-G9Wp30O2pkKSK8Bp1eDP78=s240-c-k-c0x00ffffff-no-rj
UC9XzatMwUCJpkwM4Dr5S3RA,Ajdiri fitness,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/sxddOfzEhsehZdO1JzVCIXxIDK98J58hzVNkUsm4n9CaXEQutMjDY46QXkfq_iZZZ-lhUv5I=s240-c-k-c0x00ffffff-no-rj
UC9cn0TuPq4dnbTY-CBsm8XA,a16z,"Economía, finanzas y negocios",https://yt3.ggpht.com/hkiO7UAtALrbqOcewo4CIrbd0j8XDeWttKkdtihfX1emeV4iUMwjIe1KKn4zd6wT2OOwANDnIA=s240-c-k-c0x00ffffff-no-rj
UC9iMriYmer476o8BttUoF3A,SimpliCode,Programación y desarrollo de software,https://yt3.ggpht.com/ytc/AIdro_mLg3vUU_sWTrtsf828ecDoLFt3YfZ0mcfpMaJoQZaezA=s240-c-k-c0x00ffffff-no-rj
UC9jS5pCo5v8MoF6GjpGiXBw,Game Thinking TV,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/ytc/AIdro_mOJdu8KXlfJlOUdsddHoyhnbNKzlaqycCedtF6HU1u5x0=s240-c-k-c0x00ffffff-no-rj
UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_ktuZGxgQyNlCBkn28UE_anSGsF7hRHn9V9uxZ7ECFW5w=s240-c-k-c0x00ffffff-no-rj
UC9kBLm553jZBOD3SEN_xE1g,Princeton AI Club,Universidades y academia,https://yt3.ggpht.com/7pMigPX9SBVmQRk6zY-01jvzouJOg0pcRWyLyW5tqWt5ZHAIB7aodllfmkgLbNUSf2mUKOyQB1s=s240-c-k-c0x00ffffff-no-rj
UC9l7xbkF_n-WP61f74AjKvw,Entrena con Sergio Peinado,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/ytc/AIdro_mRFKl61pVP0ijVmHIKgRblDOx8d51_UKqsyLa-ykbWACg=s240-c-k-c0x00ffffff-no-rj
UC9rHXgUE9pikzYcGrAujMXQ,Santa Fe Institute,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_mBc8pGJSj-cDEregnR1JQ4hMGQMbQDagkTt1VxQxENz1Q=s240-c-k-c0x00ffffff-no-rj
UC9ryqA2CCnz5vH9KBBz8F7w,Joan Pradells,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/ytc/AIdro_l8EXyK6lBQzIlXTJGbpTjzGEezdZmzYrN00sA0HGl8rg=s240-c-k-c0x00ffffff-no-rj
UC9uD-W5zQHQuAVT2GdcLCvg,Insider Science,"Economía, finanzas y negocios",https://yt3.ggpht.com/LB41f7Q6yHZD-rCV5hgPS22llv3dYWr2w-oSfv8VtQukFEfoHD6R20hynz0-PrhqRyIktINv=s240-c-k-c0x00ffffff-no-rj
UC9x0AN7BWHpCDHSm9NiJFJQ,NetworkChuck,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/ytc/AIdro_k01-_GpvVZW8w4ULtaQaa55ls8aMf2a5dXhIe56pjMvG0=s240-c-k-c0x00ffffff-no-rj
UC9xqrVOFlLW6z-v_G9Vjiiw,IT On Demand,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/BKqSQCr9E4bZvnIv9n36KPrjaATIcYg7u94qUZFpRzvH4t-DTwTTGT3iI8QH1ix2cT8XiTErnw=s240-c-k-c0x00ffffff-no-rj
UCA-mWX9CvCTVFWRMb9bKc9w,Dan Martell,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/0EEjg1FatDs8_2tFmzmGEP6dRlQygfqN6uCV17iwl-AymS0OSdWrtDeKq8ZIMZeTWRJO_cTT=s240-c-k-c0x00ffffff-no-rj
UCA19mAJURyYHbJzhfpqhpCA,Action Lab Shorts,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_mqThtDOra3fnkHknLhRFhViwBHHQ-opwGBBR3diDcNicA=s240-c-k-c0x00ffffff-no-rj
UCA1B33RVUZdKdvDscMV7hWw,Televisión Colombiana Retro,"Historia, documentales y cultura",https://yt3.ggpht.com/munlHdwc__OOOO2OtbQfPPh-J2CrqkfCgaCQ_3CBVZh1eDWERhqWhKOydO9kLtrKKeTfvrnj=s240-c-k-c0x00ffffff-no-rj
UCA1zVt6y6hidCOBUrn1si8Q,FD Finance,"Historia, documentales y cultura",https://yt3.ggpht.com/ohj-Tzjmr8yH4vUOrDKtkkfvQfWbgpL5NJkFABH2GZE5ZkPnCP17NKdOmycswF8H1fmBYwLSkA=s240-c-k-c0x00ffffff-no-rj
UCA8R4NNFAf9I6aipqdgoUwg,The Express Tribune,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_ksu7lrYHF1-2RQsHVFdLoBEVv9ieBeyhkzNsT1VvFmMw=s240-c-k-c0x00ffffff-no-rj
UCABkbiZnETdXL8kbXtWI-uw,EAFIT+,Universidades y academia,https://yt3.ggpht.com/NNAvbG_HbtwSfi0lp57_JzYx3hw--piPPwV-b3DomAMxRr3WYkL1kDy82In45wbhg5F0xc10xw=s240-c-k-c0x00ffffff-no-rj
UCABxynec_xVkaWMtIk0c-Eg,Endeavor Colombia,"Historia, documentales y cultura",https://yt3.ggpht.com/TnuEkrrTpQoOXWaHEsopSSi7iHAJJ0VRLeqyWY4X-iUIvrvAXGWnbGa4SnAmqVbuhFx6fcwWMg=s240-c-k-c0x00ffffff-no-rj
UCAFLU70jPz4bODq_5BSWPIg,Alcaldía de Medellín,Política y gobierno de Colombia,https://yt3.ggpht.com/sJb5o0LUbmrjxkmMSPrf-_S853K2XkseqGMmXYRJr3Xki5kebgsWn5jU3UDxKK3yfcmlrcqquw=s240-c-k-c0x00ffffff-no-rj
UCAHS4cP-uIXdrpCsSfGq_OA,Scale AI,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/d-e9FEbWWew0xxBFJ2cAxNS023I_YLfKd1n4oMq0St3MSmD0p3Tvin9Ja96JFcbNeTEp3DCLuB0=s240-c-k-c0x00ffffff-no-rj
UCAO0b7-tUwZazPZ2FKXGo3g,Superintendencia de la Economía Solidaria,Política y gobierno de Colombia,https://yt3.ggpht.com/RROmbaMfYMbfD6602dlrWVRZ2fSIeNP1CpDG8B045m_14C_TntixwnCAgg3vuLE75dKGKO5eyg=s240-c-k-c0x00ffffff-no-rj
UCAO7m1_V0TURZlnbhrUQbSA,More in Depth,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/58PxuKN7bKO5xZ1B0BpwmRv6OHDaWKkRPJPtwenlrfMbDI7-nH0ukSId0qCplpFm4p_AAUXC=s240-c-k-c0x00ffffff-no-rj
UCASOkSclENSWAyIovnY8Wdw,NVIDIA Game Developer,Nvidia,https://yt3.ggpht.com/F4B-1Hx_-Dtus30vJyEjHj0EypuWiKm-mVgRHUAfVMTFQoSUWNk097_OpYnMdUrosDbxxenuYw=s240-c-k-c0x00ffffff-no-rj
UCAY-SMFNfynqz1bdoaV8BeQ,NASA Goddard,Robótica y espacio,https://yt3.ggpht.com/EJZ484Y7xcwd36EuhEch1x-nwH5I0YkQ3PSSDCxNOebH4N8zaiQtTI6h3fHAsNfTHiSzJ1uaVWg=s240-c-k-c0x00ffffff-no-rj
UCAc45SVFATruhRe_kb1iGkA,Cameron McKenzie,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/aqBxTRsPw2bjnj3YLyIsxROpEa3s_KE8hVJcjs8lgc9EBiwDVWDu8KpUluxJGmsFB1F4YuwdVw=s240-c-k-c0x00ffffff-no-rj
UCAcOQsI1Ygy3WVOXGENS7jw,Ordnance,"Historia, documentales y cultura",https://yt3.ggpht.com/OishP_zrZYjk6yA_35kNFJJ6r_OPW06Rfw5dsb49Jd3jCOsx8wJeRKNTROaAY0MQZkwhUQEAkGg=s240-c-k-c0x00ffffff-no-rj
UCAdEqOhSnzlLBtaapu567AQ,HPE,Empresas de hardware / tecnología de consumo,https://yt3.ggpht.com/3OHGDWgB6n0-jqnYpKADW3pAxebygk4csuaeWvawI2reHCk_DQuisYLvCaF-GXIFjSRccErFZEw=s240-c-k-c0x00ffffff-no-rj
UCAeWdyKJXGWmVAXFpgLNNTg,CBS Evening News,Noticias y medios (internacionales),https://yt3.ggpht.com/HHHZ6n7L0qZXu2etI44t8iG6UzIBTPfrR2fApgbcPH1Ro8zpiTPQz1LiZZTD6xhvENdHxuCs3g=s240-c-k-c0x00ffffff-no-rj
UCAgRLbgh-cW_8U_JN97RsyA,IEEE Signal Processing Society,"Historia, documentales y cultura",https://yt3.ggpht.com/ytc/AIdro_lWgA0pi3ULqVSpxKnJXIlwqXTpQA6gUZH5xj7yMmd_LCI=s240-c-k-c0x00ffffff-no-rj
UCAlwrsgeJavG1vw9qSFOUmA,AIM Network,Empresas de hardware / tecnología de consumo,https://yt3.ggpht.com/QOVmfqKc4b6pEMm1LVr2sTqQ7gkH9NsLeGNLhHaPBoclsXtU_yiuEByvOLm0KV0OJnDMAYL2=s240-c-k-c0x00ffffff-no-rj
UCAnlUTkgxAtxrfszE3MIQnQ,Vorágine,Noticias y medios (Colombia),https://yt3.ggpht.com/5cyaqtYpevETYxDgDSF7ZTLH5zXZFWb8VxtcyWOuD1A2Oa8OGs34_WFmp7lWrnzYrGw1BuL-Wg8=s240-c-k-c0x00ffffff-no-rj
UCAnpfojJGMe0envZGnRprEA,Institución Universitaria Pascual Bravo,Política y gobierno de Colombia,https://yt3.ggpht.com/o9kOKtdKvf_ylUm9YO9zsKE_pKIW0HPMMPoIJqi0CSmlO7AqOC4dtGftkWyctflpkQPM4KjqNnE=s240-c-k-c0x00ffffff-no-rj
UCApR0iC5vPzRsUsmjeY3r9Q,Digital Genius,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/piCtRfK9_67Gbsr6W5kvEn4sRuDS9SgA24Ipd65CHJjiQ9JZLv4yPZ7S5DzAd1kWJboAFBjB=s240-c-k-c0x00ffffff-no-rj
UCAq9f7jFEA7Mtl3qOZy2h1A,Data with Zach,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/DYDO-RWcu7qVkpokWkBe6-yTuY-F2sz7-ParNy5iH1SJRTLNFY36eZOiKjtOp1qoYUPXMIrWFg=s240-c-k-c0x00ffffff-no-rj
UCAtKJUz7-sfLiQB006Eevgw,Compurent ,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/GcL_sDwAOVX56aqpRw5GBV6T83s2Sh1pwWt7VTwFv0VbWdJc3Z8WtWdpC4omlwhEMXSi8IRE8hE=s240-c-k-c0x00ffffff-no-rj
UCAuUUnT6oDeKwE6v1NGQxug,TED,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s240-c-k-c0x00ffffff-no-rj
UCAxhLbN7QbkmeVHRnCiF_CQ,Universidad Sergio Arboleda,Universidades y academia,https://yt3.ggpht.com/ytc/AIdro_nI12E9DMmDXL-G_gYtdz4altqF-zz8fv4ABky0yAwHlCo=s240-c-k-c0x00ffffff-no-rj
UCAypOzVsKq6JS97rmG8SnDQ,SANGRE AZUL,Sin clasificar (requiere revisión manual),
UCB0dIaS0pGMmrdriRz38M5A,Red Iberoamericana de organismos de seguridad,Política y gobierno de Colombia,https://yt3.ggpht.com/UDoGf-5kOWiONwtWQVjJBrFyUeDwfX0qva-lT40N9UcRM9zEQYui7NXrPZD6NhwI9adeDUuV=s240-c-k-c0x00ffffff-no-rj
UCB4x7sPXy30bRblHS9QNEQQ,DW Shift,Noticias y medios (internacionales),https://yt3.ggpht.com/o0IAW0BPfejfBDJZu-RcAupJvIuDKUu3MYPxCacadF46Cjl3SBAdigo--7GDn31l_e66iDQrBw=s240-c-k-c0x00ffffff-no-rj
UCB6jqXPpTjOXUCv6HIqg7eA,Laser Focus World,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/QyN4nelZZh3tJt3ZsByzl37vaekexqUmGZttTbkbGxO8PUdVidQo6ySHcYViYJViYuslzBVaiA=s240-c-k-c0x00ffffff-no-rj
UCB725gZ4c8vs7JY7wAI5A7A,Filosofía aquí y ahora,"Historia, documentales y cultura",https://yt3.ggpht.com/ytc/AIdro_nMPgY_LT6uq04yw-701GI8ACk09ImAjypTn56-l2wBbQ=s240-c-k-c0x00ffffff-no-rj
UCBAeFXaLV1ZqKqc-Uf3pKaA,WELT Documentary,Robótica y espacio,https://yt3.ggpht.com/OMieFw8mcvZSH6UROWUzFWgR4F-jdx7nKCre-AA23jtkSC-bFUMq_ACC3iIkl4akA334YAAQ=s240-c-k-c0x00ffffff-no-rj
UCBGOUQHNNtNGcGzVq5rIXjw,Kunal Kushwaha,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/O8WpyZ5fkSpxQJDMA1N1WZeUp4foB4LTDeaQrRlZX_Ue4GTyMnz2J2yi4kXR4BNpGI55uzEs=s240-c-k-c0x00ffffff-no-rj
UCBGxe5vTiVWv7e2gP6QB1Mw,Boris Meinardus,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/ytc/AIdro_mJP5gPRQporlNIUGXbqYWy3AClTTSO1hAkqyh8XFWHm6s=s240-c-k-c0x00ffffff-no-rj
UCBHcMCGaiJhv-ESTcWGJPcw,NVIDIA Developer,Nvidia,https://yt3.ggpht.com/o_D0Uvz2mWrVGrfCBYBzCHABAO2lgLqS3T4pfOM1JH2JJoG_W5gaxQQ3hV7fLEQOvxDsu8vGvQ=s240-c-k-c0x00ffffff-no-rj
UCBHrdbfpLE2lNsu4CTpDanA,Consejo Superior de la Judicatura,Política y gobierno de Colombia,https://yt3.ggpht.com/MeXyLxW8aT1eRD3enoQuyCYyuS4jCvZYTZQr3MkoL21bX56wGGMxwB9IxAB07UcT5GktNypf=s240-c-k-c0x00ffffff-no-rj
UCBICuqntWgcREBzwqM1MRzA,Fit hub,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/F6qOkHJpgzfaN2z01-QwpsPnlKV2bVTt6aZGEAMPq3Tv9r4NY5W9gFs0D1akse7-xHb3g4achA=s240-c-k-c0x00ffffff-no-rj
UCBLBaTZqjr8-VEjXBnz7tOA,Macro Room,Sin clasificar (requiere revisión manual),https://yt3.ggpht.com/ytc/AIdro_lsbLBW0JEw8uCs85umapVrd14uCpSG_Iqhh9h0XENYtA=s240-c-k-c0x00ffffff-no-rj
UCBXgvLfBQR2pSM6TojpHbFA,Testosterone Video Central,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/ym5DZVaJc3OaY6_Bzyuwd-4z47PJeXVWA9i8feA4iU-Z3mXf5Z5pgxn900mGBugJSuFgmuwUUAk=s240-c-k-c0x00ffffff-no-rj
UCBa5G_ESCn8Yd4vw5U-gIcg,Stanford Online,Universidades y academia,https://yt3.ggpht.com/UE4m1O9zmzlEViC33IbGBU0idM-rbGzN1NWag8xMt6JHBG5SmuWmJdF1_uQhhGKLjLiUXvOTwA=s240-c-k-c0x00ffffff-no-rj
UCBb0hJ4KCWiIIJWlpIoF4sg,Dân Thể Hình,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/tK5V5lm7hnLAb5Z6VKVZ8cyM9L7BaiW6Xq8NDZhDTuj06gx7M9eqGv9XkvNMHIjfgyPpf5OO=s240-c-k-c0x00ffffff-no-rj
UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,Noticias y medios (internacionales),https://yt3.ggpht.com/GJ8V0NX6NddGh9bf4zED4tsjPjjBK2hdp5FWHMy09pV7sdSkkE3yEhCRSch4waEb9ZavyUrWfw=s240-c-k-c0x00ffffff-no-rj
UCBjr2QgkUNToRbwVecMgX3Q,AiTelly,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/yF5nYwvHAFZunO8qFgws3IpFgA6Dtpr54AW0Hrse5iznXPdcLeWVjfcXDbIUsKJ3kCTDf56Ng5s=s240-c-k-c0x00ffffff-no-rj
UCBmPO-OK1sa8T1oX_9aVhAg,Harvard CMSA,Universidades y academia,https://yt3.ggpht.com/ytc/AIdro_lJ1K40V_UaHmuUnj13sZjRWgAIB0EJtEzcZ0W_uJlJiA=s240-c-k-c0x00ffffff-no-rj
UCBmwzQnSoj9b6HzNmFrg_yw,Google Workspace,Google,https://yt3.ggpht.com/kLuqCg6u5xXi-kdjJ8MBN12fPMQCVujJJRU9YH7uV7AAhke8X6zdIYK1o6EMDX3U0sl1pxaf=s240-c-k-c0x00ffffff-no-rj
UCBp3w4DCEC64FZr4k9ROxig,Weights & Biases,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/ytc/AIdro_lib_a4LFNE7XMnLHGJqkhKnN2H_Su6oFAbe5Ddr8Peog=s240-c-k-c0x00ffffff-no-rj
UCBpxspUNl1Th33XbugiHJzw,MIT CSAIL,Universidades y academia,https://yt3.ggpht.com/oXg3LS8bCV5dPze3v35qD-6dUFZZsPBB5GsoNUjn9JUUKYemuZtsuNAzaAK_J7hdu8wZ_gBVWw=s240-c-k-c0x00ffffff-no-rj
UCBu0KdNokE4MqdkacvH37_A,WFAA,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_nS7SUIaQx0w3gvMypWXOMqDIew9StlE_WVGRlYGT4Wf3E=s240-c-k-c0x00ffffff-no-rj
UCBuVZWcK3zAVYuXsblYV6tA,Scientific Webinars in Solidarity with Palestine,Universidades y academia,https://yt3.ggpht.com/1r1BtdMonOPSeJrsPJ6gJ-xZXpGWuYTwr9x2uqoJDuizms0xgDetJOkD6BczkWKAjIJPD4Msxg=s240-c-k-c0x00ffffff-no-rj
UCBx60dT6CWH-Xe7cNENTQ3A,NY1,Noticias y medios (internacionales),https://yt3.ggpht.com/CGYRFN2kjoElrSxxqhL2MlSTY7t7aEH9tkP29pBwOX4nGjYEUHMJgPwsPR1MspC0vJHOseLfI8Y=s240-c-k-c0x00ffffff-no-rj
UCBzsi6GgrbONTsHaK1YNcFg,Brandon Issa,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/NAHIUluTGirM7Xpw4IJSQnge8zsz1t1AWgN-_P59c0iNEfREA2KM9gGlKcsfQP_1P-sL097c=s240-c-k-c0x00ffffff-no-rj
UCC-lyoTfSrcJzA1ab3APAgw,LangChain,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/a37xtLmxeZMFCB5Zj4isLgU9hKznc5qceLU4DOfdCdgiZJi0pORPqlc145VTJU6Sne1Ti6RJ=s240-c-k-c0x00ffffff-no-rj
UCCBUAMPpXEqy_pq9vG0aR4Q,Big Scientific Questions,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/phU_BykM5-ZUvJs-Pl3tpEenUzR1rXWGcGH1SdLtq6QERUbFCpUApFHeU1RWnC1RvnumZ5wrJbI=s240-c-k-c0x00ffffff-no-rj
UCCDk-UHWgn70qYZuyX_q_pw,Instituto Distrital de las Artes,"Historia, documentales y cultura",https://yt3.ggpht.com/vVww0Wxy8dk2nUx92vEA0F3_7y_Vm5Gd4caa0rD1gbHz6by8Z4J_Q2y3RiJD_tPGPJzmE1ZlTA=s240-c-k-c0x00ffffff-no-rj
UCCO-iKhWerW8gC3D9maHmUQ,Deep Learning Indaba,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/ytc/AIdro_lfSSRByaVZeWZr5QU0Vvg7wBUaXI0mlybNDZoPkIXZiSk=s240-c-k-c0x00ffffff-no-rj
UCCO4jIqmQVFDmVeeaAO5obA,Stackless Tech,Programación y desarrollo de software,https://yt3.ggpht.com/rfJzqdWhbCwspa1Ap7dSBb2GrvMLb-7qnz8ZolopUNzZV2r0picKS8GnKQi8Rkd8VKzuMIJc3w0=s240-c-k-c0x00ffffff-no-rj
UCCPvLUrjzOd3bNBMdBryv_w,Nos Cogió La Noche Noticias,Noticias y medios (Colombia),https://yt3.ggpht.com/ugLeKLwxHg_LNiUct0qdViUBK20H7aajHTxejLyqIqBp-9vJdf6pnh8M69ct6dzT7sIQOEuJJw=s240-c-k-c0x00ffffff-no-rj
UCCQDnEfY4St_r3uY4VohQVQ,More Tool Finder,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/TjNHr7Rkobe_-kEjDWTvjd13rf731616RuFFSnlnoYIH32_IGXPEsRmWeQnJVpmabDnZYKZcwQ=s240-c-k-c0x00ffffff-no-rj
UCCQY962PmHabTjaHv2wJzfQ,Meta Open Source,Meta,https://yt3.ggpht.com/h2BixnfNedWxlcD-oTxPUO0NopUoWEDdmey161pYYTN8Ji4o_HoQ8XT8B8V6s1EXLKQriCb8=s240-c-k-c0x00ffffff-no-rj
UCCRBei889Qc2yrYlvnNv0AQ,FinalSpark,"Salud, medicina y anatomía",https://yt3.ggpht.com/ytc/AIdro_kpneickUErapp0Wf8IGYrLRavs0qq6DqQ9xTcUoeqJSg=s240-c-k-c0x00ffffff-no-rj
UCCXoCcu9Rp7NPbTzIvogpZg,Fox Business,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_nK51qId_r96-J2XXuIH7yvbP7pIzwuG_L9i4bYx3w4IzI=s240-c-k-c0x00ffffff-no-rj
UCCYEPSzpYaPqs3ajvn0yL5A,Comisión de la Verdad,Política y gobierno de Colombia,https://yt3.ggpht.com/ytc/AIdro_m4MyMPtOxU9_MmB2g0ygvan5kO87c2O0NTCjD49Pb6kQ=s240-c-k-c0x00ffffff-no-rj
UCCb9_Kn8F_Opb3UCGm-lILQ,Microsoft Research,Microsoft,https://yt3.ggpht.com/H4L6_GZ4lS3MqX3Rw9XnqAfltj1GZscDT4144uypXqNuVYhqLmUiTRiWygg7cnhMdM2nfxo9KFM=s240-c-k-c0x00ffffff-no-rj
UCCcqhmhDO9iYD5bCj5S3E5A,كمال الاجسام - FOR GYM,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/ytc/AIdro_mZXEfkGdKR_VmH4rJygHpQJwOEeBuKuBQLrhGkgd7pkg=s240-c-k-c0x00ffffff-no-rj
UCCdF-sMWZU0xUV93-ulE5Xw,MUSCLE EMOTION,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/ytc/AIdro_nUUtriIvCjyLAhGzRbzkdfNauxOHOlb87UJukf79jx3qs=s240-c-k-c0x00ffffff-no-rj
UCChmJrVa8kDg05JfCmxpLRw,Darshil Parmar,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/ytc/AIdro_mUNZYA241x8k-yZXsDihTmRNfDJrhqK_6HcoErfirXLg=s240-c-k-c0x00ffffff-no-rj
UCCj956IF62FbT7Gouszaj9w,BBC,Noticias y medios (internacionales),https://yt3.ggpht.com/2kUet1z3iIsuYaUEPuW0uMDVt9tRAzciL-N_pgy4bAvMazAfAgbJPrGrR3k8MhnGp-GGwy3O=s240-c-k-c0x00ffffff-no-rj
UCCjG8NtOig0USdrT5D1FpxQ,NewsNation,Noticias y medios (internacionales),https://yt3.ggpht.com/tWgKmMIT4YwdmT0z5S1MN2bIvoFN8_RvIsAWZbLwQVIpq21RO-_Y4sDzVdpj9l6wWRRz8YeUSg=s240-c-k-c0x00ffffff-no-rj
UCCjyq_K1Xwfg8Lndy7lKMpA,TechCrunch,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_kCWnlG0S5KmFxBckuWUwXOaIsmZL7hBkuXa4CFY27vtk_y=s240-c-k-c0x00ffffff-no-rj
UCCkU652nT5GXmxz5Q4q0KrQ,MLOps Learners,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/KWpeVkgdYAs84MfEu-ZbeN3L0DCd_NDuzbDULl8cU72fjabkbTm_rQ4LkWwNOyAN-EnI3nhgUQ=s240-c-k-c0x00ffffff-no-rj
UCCktnahuRFYIBtNnKT5IYyg,Intellipaat,Plataformas de educación online,https://yt3.ggpht.com/0UrFW02_vRoTxrCcv4H6vSDXFwUPcafCf3oXIA6yMFUsVtIvE8EZdS2UMzbdscI7ifON_U7DHQ=s240-c-k-c0x00ffffff-no-rj
UCCrl9a26fDCZvofnCnA5A8g,Johnathan Bi,"Historia, documentales y cultura",https://yt3.ggpht.com/5l1X2fpJR7uB2iaXfl7OQuOzQ1NSPFzQGfLRIW1HAO46zYGO_jveE8XUhT5cC63YTQvxW3kGuQ=s240-c-k-c0x00ffffff-no-rj
UCCspJ6mFfCwOV4qFjZWi2wg,Xiaomi,Empresas de hardware / tecnología de consumo,https://yt3.ggpht.com/xP9khpYA_mu3cl2n2lr_yrJsXyC0MVLq2fOYtr0Q7VtAjv7Z2Z7RpodF2V4eUvM4uw2h1EBWkQ=s240-c-k-c0x00ffffff-no-rj
UCCtkyyh6u67PzQGJ5kmTAzg,UPB Colombia,Universidades y academia,https://yt3.ggpht.com/-2xu0hCa1SgZDUAN6Flg5zP8q3SGKyVyAjpFdIo_DGZ6S51eVQ_YcoSloxbcYhgsgst2iAOR8w=s240-c-k-c0x00ffffff-no-rj
UCCvQpJ5_-LGfkeDdl2Etlwg,Jeremy Ethier en Español,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/EYZLL3rQehCvb5Z9883r7Hf6hFVypy2oc2BLXUTy38Wob9hKp7WG7osH5cI6cNeazH0apRlWGhY=s240-c-k-c0x00ffffff-no-rj
UCCwUTfKeDj4p9uTNrn9U6Sw,BBC Archive,Noticias y medios (internacionales),https://yt3.ggpht.com/1ZB4WpyCyptxPyKbVF8igBOHkVXV2jFb7-XzCUdRn6kHXSzvDUVixeubkZd1kIPLPZrY8uv9zMw=s240-c-k-c0x00ffffff-no-rj
UCCyMSf0BuLAuPADasB-zdVA,Brookhaven Lab,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/YLi21C40V8LLfLXKNA1EhOo6Iaw1AoEIZkJ8VQARKkeffZk-y8HI7jgq-NWAOLiOUn8L8ao_lQ=s240-c-k-c0x00ffffff-no-rj
UCD12pFrjIyluFIKehoRmwXw,Facultad de Ingeniería Universidad de Antioquia,Universidades y academia,https://yt3.ggpht.com/ytc/AIdro_nXbBC7xgz-YgIHeGvp-c6Ws3OyZnU3MRMMdrtRiYgR_3U=s240-c-k-c0x00ffffff-no-rj
UCD5B6VoXv41fJ-IW8Wrhz9A,Fermilab,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_l2TEB3XsPTzMTGVxLB18mLaTHkf7K8IZAmY1XH6ukfs7k=s240-c-k-c0x00ffffff-no-rj
UCD6K5HyNWDRziWBEMzBMFvw,DW Cómo te afecta,Noticias y medios (internacionales),https://yt3.ggpht.com/1qFj74oLsdS9__x1EH91lZhiwTToBmwDjhm8kjr1BTqS5B7KPZrBpk42uSG5ykgBCVbq2E95=s240-c-k-c0x00ffffff-no-rj
