ID del canal,Título del canal,categoria,logo_url
UC-2A6Z4k5-AJBLO_wDA-ZUg,Astrum Español,Robótica y espacio,https://yt3.ggpht.com/ytc/AIdro_lAvvvwRBALfyFvfz3gLtFV207wOF8GyYVQY3FrhGjxKw=s240-c-k-c0x00ffffff-no-rj
UC-3SbfTPJsL8fJAPKiVqBLg,Deep Look,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_mx3yOxwr87E2MXEa66ePQWzG9bUNDl1zG4FgiK1kIJGZU=s240-c-k-c0x00ffffff-no-rj
UC-8_qAhNVG8G1wxONMnYr3Q,GZERO Media,Noticias y medios (internacionales),https://yt3.ggpht.com/n-34ui1Y67A5utdp1ykhuMMAdIm5c_4XfZ7ScnBG8pkBT4ciCpnx_IqslnlpXzVBTsmQnaTJgg=s240-c-k-c0x00ffffff-no-rj
UC-9b7aDP6ZN0coj9-xFnrtw,Astrum,Robótica y espacio,https://yt3.ggpht.com/ytc/AIdro_nrZcjMi8ROqrLI5oJFbGoXg3zC4GCwxMBpouaNHGjZ5Wo=s240-c-k-c0x00ffffff-no-rj
UC-DN_3LKlMTrouRNa9X0siQ,Dev G,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/HgZxb6HLspxau-IPYDN46monB2jOUw2Fb2h_M_ig7VSQJ9_xs62I6X_B4Ullrva18h6Rdd0D28g=s240-c-k-c0x00ffffff-no-rj
UC-DRzaGnL_vtBUpCFH5M0tg,TBPN,"Podcasts, entrevistas y opinión",https://yt3.ggpht.com/1QdlbXwJRXYY6leF-ULTE8ahNmTYEgezebSqVDZqI2DLGSkRCCcvcUtdkAhOj5mLB8C0AK_J=s240-c-k-c0x00ffffff-no-rj
UC-DnBn8Z9PaYuGF5nXA8Rfg,Aseel Soueid,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/ytc/AIdro_l2l1NtoEB8GZrIUgjP2zen57RracFMPowfBde1364_6Yo=s240-c-k-c0x00ffffff-no-rj
UC-EXTfLnOmCKVRJrv8xoGrQ,Texas Instruments,Empresas de hardware / tecnología de consumo,https://yt3.ggpht.com/ytc/AIdro_lLSdRaQD3vqvr_OBc6znWnaB9jBEJ13yZ1D49u-9j4yJi8=s240-c-k-c0x00ffffff-no-rj
UC-J8xqzoV5ceuoYdFunLEhQ,Centro Nacional de Memoria Histórica,"Historia, documentales y cultura",https://yt3.ggpht.com/0vhecSNHMB11EtOcY21XnEe3hdGvStDarS4tExdLLgr8FYMMQFEz_eEdB2vh7-cyoB4a_G0XHA=s240-c-k-c0x00ffffff-no-rj
UC-Le3MdpQ79hWz8_t2_pGEw,Scaleway,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/IWTqEHO2oKdpfYnxOIrDghFLURg6LrTpunHJ4u-zIR0X81pq3uQs7I7vs30qn1IWwn-AtwYIfg=s240-c-k-c0x00ffffff-no-rj
UC-PGJ3nh33L2v0Ejl9CIVrg,Shubham Shrimant,Programación y desarrollo de software,https://yt3.ggpht.com/ldM2tRafygMMZB84sTl4iHEVcARxp7BTUqz1YVUxjyl6UPtAFjyMYkRZZgJp8l9p5KkbbIdBeQ=s240-c-k-c0x00ffffff-no-rj
UC-PRoQt10P0cnO72j_SxnEQ,The BI Hub,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/xUYSUeKNPOVLUWQgeJWwOa50cC0_pe-w4PaP7UBf5ymCLpP-r1KkxPn4KHKNoxij6XUHO_cbag=s240-c-k-c0x00ffffff-no-rj
UC-SJ6nODDmufqBzPBwCvYvQ,CBS Mornings,Noticias y medios (internacionales),https://yt3.ggpht.com/BOo7m5snf6odQJgTCXT4D1C4bbzkWkkR6Qcbo2MM2A6iNMz3_KHIrUtlwXns1ZDSEuKnlQM5ug=s240-c-k-c0x00ffffff-no-rj
UC-TMVAGzJgOzJQCMN7Acmtw,Josh Bailey,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/KqBoq96-2qj-q_W2JLt-A0ijWXoyRShL-ie-6ogM25mhrAYgmXSjRB4fyZYUlto8eGYXvufDOzk=s240-c-k-c0x00ffffff-no-rj
UC-V6odR7HzLCuqjYeowPjLA,Nobel Prize,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_l8zejI_q_cg4sBiy7adPG4MQKHz7wyW6IGrcI2wV66jII=s240-c-k-c0x00ffffff-no-rj
UC-Z4NTMCWQENVzf0rbmwJQg,"Quantum Theories of Fields, Matter, and Strings","Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/QSfqha9XDKor_1PtyvaY5YI-LB51iLzhShzkPtTkYqVa5OGk3cLSGs8r-ZekiBhwUkmTIgRjcaw=s240-c-k-c0x00ffffff-no-rj
UC-a6kKzRaRStNX1htwIK4eg,Voces RCN,Noticias y medios (Colombia),https://yt3.ggpht.com/ytc/AIdro_k-Kzzq0fUmGOMOMG3txoAdN6sSYzL-PK8SOGMSWikYmls=s240-c-k-c0x00ffffff-no-rj
UC-akozxNLMPcMcs0qVvS1VQ,ICTP Mathematics,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/CjFpRB7pSp4fvBuShj_ZcbSPhVwvs3xOmCENpgRFZZLjoYGvxRU6Gko2yIKazhb0LVN9tuK21uI=s240-c-k-c0x00ffffff-no-rj
UC-ikyViYMM69joIAv7dlMsA,DevOps on Azure,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/kIUerJU3kB9-Q9CTV9YudzJQaUFXMx9Uf7DMQhwn3pD8CqW_JshHteVg97zh8XEuN2mYx--9WfI=s240-c-k-c0x00ffffff-no-rj
UC-kUv_iwplLcJcCnky9jAlQ,"Passenger Of Time, Meena, Physics","Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/qY3qo88n6vvymVw8gp84nCbMVnGnkdcn1mt3J_ifETR0qR4qpIT1uTHSHhNIs5S8GC9CyQA=s240-c-k-c0x00ffffff-no-rj
UC-oux7w57WNeIotJKS7HAbA,Las2orillas,Noticias y medios (Colombia),https://yt3.ggpht.com/WGUfszk6BZ39QgU39KIirzvdsXm0gLws7DBnPKU_6czIffryVCNxBNvwNEXGKl_i6gEDxK91=s240-c-k-c0x00ffffff-no-rj
UC-q80qSIktD0cB9NRV34dqQ,pesdev,Programación y desarrollo de software,https://yt3.ggpht.com/yk1n9T3GNJBH6boHzRlzfkEY_zszX4eiRsJW0TK_-_8djk-3yJZv_QJ-ro96kyqqCzjGkehR=s240-c-k-c0x00ffffff-no-rj
UC-tLyAaPbRZiYrOJxAGB7dQ,Pursuit of Wonder,"Salud, medicina y anatomía",https://yt3.ggpht.com/ytc/AIdro_n6sKEuv0Htuprgy4xckZIGNU0HfAfCk8ub7v9_7P1Kru4=s240-c-k-c0x00ffffff-no-rj
UC-zJokSDyKken_04yq6rDKw,Hilando Noticias,Noticias y medios (Colombia),https://yt3.ggpht.com/vC_1ETp-MlG80aoRZ4HosTi34VfijzdPjAtoNqXvzjQfuGiZST7K-GvNJ7e4zieRZ2Jh2nCn=s240-c-k-c0x00ffffff-no-rj
UC0-7PyfpOIJpNyi8WrHiyXA,"S3 | Science, Startups, & Stories","Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/tYI_iFbFRSwOOMK_auG0kOMHT5aoUVZ_w6zphilIPWipx6aLzRtZw_piV3w2umTeWtiVTTED12E=s240-c-k-c0x00ffffff-no-rj
UC0-XQ19P-QD25E6nS8-KBzA,NLP++ VisualText,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/E2g1lkhL5nLEU5TDCJ4Qc_oHOeVDQtR-qSblSBAjlNVFcqrADopRtsLe6VTKUp9e0T-jpx8R=s240-c-k-c0x00ffffff-no-rj
UC0-vwPmp-nmu_Huza_nq0AA,The Lancet,"Salud, medicina y anatomía",https://yt3.ggpht.com/XfgmkkUM5eHyufVaWQcfV-0HgknmI5RGUwdFdZmWGxfouH-qXMaWrkXIu5eFbDWsP3CWAP5rCg=s240-c-k-c0x00ffffff-no-rj
UC01FW5V9UVohbPtqKSmXX-w,Dell,Empresas de hardware / tecnología de consumo,
UC04FyDIvYXNecpbG8gyOw4A,Meta,Meta,https://yt3.ggpht.com/iBn9KeDnKNffvLlHQXPjl8VNkhuMp8N7FPxf6n6dwI85cWH6SE4DsuDLchoQNJNb5KB9oIlyzw=s240-c-k-c0x00ffffff-no-rj
UC07rvBfX5SUaUNvdSGMk_mQ,Antioquia Amanece,Noticias y medios (Colombia),https://yt3.ggpht.com/VCVyqEudvSFPWsMKEpxD7Presjx0JPvRsCy72KQqVDpPAS0pMz2fSx500KX6KwNHNhUmGFgbvCo=s240-c-k-c0x00ffffff-no-rj
UC0B5XoeTd110gUIyRpguWvg,Universidad de los Andes,Universidades y academia,https://yt3.ggpht.com/q981Ct0RMxwts1n3YjEBGjBhXMVQ2C2S1WX1VC3FLjAeQ8dFPkuHrHlgHoWrrGt8NwNpjIjg9A=s240-c-k-c0x00ffffff-no-rj
UC0CxohYbntZf2bwapnUC3QA,Asobancaria,"Economía, finanzas y negocios",https://yt3.ggpht.com/g1HQVILyld4bHuRknQBT6PwTbYkwqlqDDaLTlkqh_u0wWw0acQmNH_ZDxi9NGHEZhMhNbBAntOE=s240-c-k-c0x00ffffff-no-rj
UC0JO-FDmcF2lFP1l-rsmBWg,AT&T,Empresas de hardware / tecnología de consumo,https://yt3.ggpht.com/QGa0Q5HMNOvSQVgabNMVJztQgfFHKVm3O2ItCM0u3CoyAkCMypI3FCxG5Mrp8xvER72JOjPy=s240-c-k-c0x00ffffff-no-rj
UC0RhatS1pyxInC00YKjjBqQ,GeeksforGeeks,Plataformas de educación online,https://yt3.ggpht.com/dQfBGzscI39pcxJC7ywUkslmJZ4AHyh0eECVkbnyW4zBN1djj5TCNLXx1Pf68WqRlrzMRbjS=s240-c-k-c0x00ffffff-no-rj
UC0Rqs6pyPoGaMT5HFMFdslg,Synthesia,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/K96yaq5-PLxjD_jwBKW7PvQfY59bLLNi1g-FArh0gBn971EZ5pSHlglnyeRywErefEpLq4MP2A=s240-c-k-c0x00ffffff-no-rj
UC0SOuDkpL6qpIF1o4wRhqRQ,The Thinking Game Film ,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/4x_VoCxFEexSc-BNBKspn0rUNw6whiNWkyUWponW8wHZ2R7ppxwxxtHvwKRNalu9iZX_QJfU_A=s240-c-k-c0x00ffffff-no-rj
UC0SWcHpA_TA00XUN9qZUn8w,Genspark Products & Guides,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/onqpn6cY-AzdiJfkEsVNQXbDpbvxm5Dft071j2OqgcJGILeCYSXF72zwM1_Ir6QkNm5iR4HV=s240-c-k-c0x00ffffff-no-rj
UC0XJ2ZES7gYk3yAg1-YmKBQ,Lightwheel,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/hl84SelGQAhE6sC-me2ak0nNeDb7h8EbR5CK1o2buorIrQAsCjeKj-MQ_kpoOtkUSP68v7TGsg=s240-c-k-c0x00ffffff-no-rj
UC0k238zFx-Z8xFH0sxCrPJg,Architectural Digest,Sin clasificar (requiere revisión manual),https://yt3.ggpht.com/eT4jNc3KJebg3bFbKPMlG-4XhOKIs5_3lv13S8kShhkD6S2SPTbITVOsqJAEekL_ep4w8JFtyg=s240-c-k-c0x00ffffff-no-rj
UC0m-80FnNY2Qb7obvTL_2fA,Microsoft Azure,Microsoft,https://yt3.ggpht.com/ytc/AIdro_l8GoEoWMkKqGCa_0B96CSMPM88jfgIkhNnt-XMd1tgmJo=s240-c-k-c0x00ffffff-no-rj
UC0p5jTq6Xx_DosDFxVXnWaQ,The Economist,"Economía, finanzas y negocios",https://yt3.ggpht.com/pBw3GOKlTYBarIE0qE5-cNoIHMNbPGsER61kuJC5MSI6HzqV16fcaQZQlUSxlJMUFi0_-S9VAw=s240-c-k-c0x00ffffff-no-rj
UC0rqucBdTuFTjJiefW5t-IQ,TensorFlow,Google,https://yt3.ggpht.com/ytc/AIdro_lAp1zO3sFLjm6hBn_gH0nd3FzZ6c2GN5U85vwlbH1e9ME=s240-c-k-c0x00ffffff-no-rj
UC0s27_mjzgFY_o1xH16QPUg,Al Punto Colombia,Noticias y medios (Colombia),https://yt3.ggpht.com/WfABI_hwNBgtXaSX-AuQJ-1caibkNxgzSCY-AMiiYFFd8WS20Cu7qeg3OMk0J_exL6BgKVJ-LA=s240-c-k-c0x00ffffff-no-rj
UC0wI5OyvSnptLFCd7YcXulQ,Marino Katsouris,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/AsCQSfRHladW7EsFKAp0JchUi7y3lvYY1cJSAz5ubAaTl6dY7sdwlaqllmlZ4YNdpUXXKzyX=s240-c-k-c0x00ffffff-no-rj
UC0wOrSaO_sBGGU9Jderpk7g,MIT Sloan Management Review,Universidades y academia,https://yt3.ggpht.com/uTlZBI-LxJa26iwFq4Ltc7H9n1p6w76rhS6ocNqMCwzg4LK_y3k43uj5dbUsx5rC_5M3_TEcvA=s240-c-k-c0x00ffffff-no-rj
UC0z0WQkYqgZIYmn320PpyOA,Consejo de Estado,Política y gobierno de Colombia,https://yt3.ggpht.com/ytc/AIdro_lYn7645QtlojdnBG-gsUS7v-DiDELhue5RtKpT-lNisFI=s240-c-k-c0x00ffffff-no-rj
UC0zF0VG0fe968RnpPS44ZOQ,PolíticaUR,Universidades y academia,https://yt3.ggpht.com/LGk5hHsy50Hg_Wukw5SZNJ9WRRhTuO2Df-y-9pAEZNifLvOm7fWp6YSbKkPbDjpcf6ukuwh4yA=s240-c-k-c0x00ffffff-no-rj
UC12JO2IPlEViR-o6SLXKx1A,Marc Lou,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/hIe5PYPgFPv_pzgALibLnJnq3j6HrA05qRnuelN7NWxPOsFuscZV3-6p-W0ZXnyF-Sdrj3Jf=s240-c-k-c0x00ffffff-no-rj
UC12LqyqTQYbXatYS9AA7Nuw,Machine Learning University,Universidades y academia,https://yt3.ggpht.com/cAzpEYvh4Hcq6lQPUpkwd-i7FcG4bqeLQ6MWxke5_2KK9GdNKu-6ExjtcsX_Ongi1s9KBGWf7A=s240-c-k-c0x00ffffff-no-rj
UC16Id-ryHYOsjdYw2x7NiyQ,Palabras Mayores Colombia,Política y gobierno de Colombia,https://yt3.ggpht.com/TdCeSCu_-XXVRLLMmISLqdVRh33tfhv_JMVZCk6sJnwvu-DgK4ClZoEaXSiJVKocwPR-y42_s9I=s240-c-k-c0x00ffffff-no-rj
UC16niRr50-MSBwiO3YDb3RA,BBC News,Noticias y medios (internacionales),https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s240-c-k-c0x00ffffff-no-rj
UC189nyXAlwpJ8-s7yZq2pdw,TeDi : Tertulia Digital,"Podcasts, entrevistas y opinión",https://yt3.ggpht.com/J3_JCyzsmWk-mMhFvCc-862ASZuwmZF2fvPfWH7NLTt7cecpwQCCuCVXkJ0Xlfd5o9fPyuMtLw=s240-c-k-c0x00ffffff-no-rj
UC18RBohqhmOiYuZlmd0HagA,Quac El Noticero Jaime Garzón,Noticias y medios (Colombia),https://yt3.ggpht.com/ytc/AIdro_lEI0TnjinPXd7ki5ROmzM0gZRbZgU544FEDue5XRp0MA=s240-c-k-c0x00ffffff-no-rj
UC1CVzH-XVr3E-kTT6D8hhfg,FitnessFAQs,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/cy0_QI0vZWfaW4LMWdCAfmzpP7BY26t0pkZhI_9DcyQ77WHKcsx2V9j0sqNejuPOwy4P5vTkXw=s240-c-k-c0x00ffffff-no-rj
UC1CXs5dtO8_Zrsm-48saJfg,Vicky Zhao,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/RuKLd6cnYJkL1eaulyyUh1mhObI6oJ7oy-Wth3DW0PZwb2zCxFriEDcgkZXkMIPp6ulMzLuW=s240-c-k-c0x00ffffff-no-rj
UC1F0UH36bUEPZy7QaC4KMvA,Sixto Alfredo Pinto Castro,Política y gobierno de Colombia,https://yt3.ggpht.com/ytc/AIdro_kBOV0UWuml-Vg3ddo1y8S9uw5VjgpnKh-rtBgzz1-Olw=s240-c-k-c0x00ffffff-no-rj
UC1Fbs79pHFvgwt4b2YA-ehQ,Under The Hood,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/Tw7YS6NilvT9foWEH-TVTGwxHg6rFsDyrNoDaPip1-q1ME3t6uy_vOU0Bmoi9-8saWDK3icOML4=s240-c-k-c0x00ffffff-no-rj
UC1JAwKeDUjN2orv5t7LWODQ,KARE 11,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_m1UcyQWPMGiQ-XMsujKdVjwCZGqfzcbVraPx9QeD2fE-s=s240-c-k-c0x00ffffff-no-rj
UC1LpsuAUaKoMzzJSEt5WImw,Asianometry,"Historia, documentales y cultura",https://yt3.ggpht.com/t_WHWwjVFb-837gRQ-ExcsjK1q5Z4dZ-mb4I6ItI4aBo3woGH7MkO7RAKf5kiAZUa3148lgNWw=s240-c-k-c0x00ffffff-no-rj
UC1M1MB6Jl_oGufTjWy5-Mqg,haylibros,"Historia, documentales y cultura",https://yt3.ggpht.com/ytc/AIdro_n53gxjjPoFDOuExHTJmgEFRDtd6eMXxrVm_N7cOU7QbA=s240-c-k-c0x00ffffff-no-rj
UC1VLQPn9cYSqx8plbk9RxxQ,The Action Lab,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_kTOs0UyOMP5bctTLw4SyZMgNkQGsYNVNbLTNf4VHLCq9c=s240-c-k-c0x00ffffff-no-rj
UC1WfBVxL5kIzQbjXfbCR1tA,Instituto Caldeira,"Economía, finanzas y negocios",https://yt3.ggpht.com/ytc/AIdro_kNrcP5Byonh5lq_5qDFfjt0iTmpCdlaENH0fW-uVE2-Q=s240-c-k-c0x00ffffff-no-rj
UC1Z1i5ClfrJhyu9z1hlmDkQ,Daily Kos,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_kOjOj7FMSqoJiNl2cTsRshWi3V38MK5OmN4V-YwqVU4ks=s240-c-k-c0x00ffffff-no-rj
UC1_sxn9o9r6bhQxcbexI1BQ,Juan Carlos Losada Vargas,Política y gobierno de Colombia,https://yt3.ggpht.com/JNCtnFNXmg8gccPOrM8QRC9WzVjl1DQHVWDeHCV5ZE8OSViKI48uqGsRKackIFtwCo1r8daf7_4=s240-c-k-c0x00ffffff-no-rj
UC1aYYEXGAI5iLfMBEe3qgIA,PsiQuantum,Empresas de computación cuántica,https://yt3.ggpht.com/e3bMzbxcjNqIhQVEWHlcqhFTDs6iwxOuk8kyw53dzpQHgPdvdqr2SksQADEaFmIjWWanL8V8oQ=s240-c-k-c0x00ffffff-no-rj
UC1jOrK6cCVN0scxvYRB5tFQ,MIT Schwarzman College of Computing,Universidades y academia,https://yt3.ggpht.com/8gYqt5HUDj9dBER8hQlQUJoq9KxZOGYzbnWDbq7ioJOqFULdpCZXrv-d_XBtxl1JbCj1olRkbj4=s240-c-k-c0x00ffffff-no-rj
UC1oXUA7qgs0GZc_yk46K2OQ,Alejandro AO,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/_zS-cNgb6Syia9zlZyQF4Yk7x3XkC1oNsdRvDv8QbK1l3rxCmk8MDtM31YMS7TMsz_BqoC3s=s240-c-k-c0x00ffffff-no-rj
UC1tTb6Xycy1CyV5l2Plt_aw,Patria Boba,Política y gobierno de Colombia,https://yt3.ggpht.com/90wFmeSvZ0U2SO0C7tpKOL2yGLKpKwCzNdZfQA5Y173yeujPerU7biycv95i2oIb0RR594J_dA=s240-c-k-c0x00ffffff-no-rj
UC1uLQAHSG6VXSypf5ng-hCQ,Hitachi,Empresas de hardware / tecnología de consumo,https://yt3.ggpht.com/gzQSxrhxx5uwy-yiKLYFo4exJovg3HspfQquDSGk9sCnyvtKgamU39BAfb3m-FWd26Wm3RN7xw=s240-c-k-c0x00ffffff-no-rj
UC1wJbI-Z0U24G-H_64SSNPg,Universidad Nacional de Colombia | @TelevisionUNAL,Universidades y academia,https://yt3.ggpht.com/QslJcU1DNgn3WUAmiCWn7nDTHweFG-mYfgSMU-p_Ulw1guyC_feIJYvh6kcaGxa06TyY6yc1Fg=s240-c-k-c0x00ffffff-no-rj
UC1xPmJ7gFlZKkd73wOPbtJw,Master of Art,"Historia, documentales y cultura",https://yt3.ggpht.com/uW2_R2k4r0Td8Vo_FyT37OZXICMPAL2RTZOMAfa3AkD2cXkBtMtaDuW79ajCjnmkhQbuvmQLHQ=s240-c-k-c0x00ffffff-no-rj
UC1yKEFqN6Tzz9DTK7fwS3LQ,10ampro,Empresas de hardware / tecnología de consumo,https://yt3.ggpht.com/8Fb_8GN-3Sv7lUJ0MpYCHOVupI24OHaLWKpjixGvttQXnD9vcNMtpjrNpFGBTDsuSiRRkMBJhqg=s240-c-k-c0x00ffffff-no-rj
UC1yNl2E66ZzKApQdRuTQ4tw,Sabine Hossenfelder,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/YjHzJACT7jTFzpkHRfjWxmVKeBh6_8BpvVFS4iT8fb5xwoAU4sq1SeRGUju91bDOFJo6AjQMOZA=s240-c-k-c0x00ffffff-no-rj
UC1zLDoKL-eKmd_K7qkUZ-ow,Canal Encuentro,"Historia, documentales y cultura",https://yt3.ggpht.com/bN0bBIsXny2U5jkTmpAw8QVgWQTtUjBmThHYYZ2-9lh8FUg2uL7zhuyqRlLXrMCXkzJosO0GrA=s240-c-k-c0x00ffffff-no-rj
UC20IZx84WYiM_bzLCLK9k7A,Colombia Fintech,"Economía, finanzas y negocios",https://yt3.ggpht.com/tOmC20QcCpXF30lduVZEAXOH_v9yz3wg1MCJOE_UvHonkHRnriSCz0GXFniTqsAPNi9UiTDr5V8=s240-c-k-c0x00ffffff-no-rj
UC20iyvAXUZPraEqCAk0zDbw,Pete Judo,"Salud, medicina y anatomía",https://yt3.ggpht.com/SpBO32d_OAuSpKBYkwym7yHB_x-o6GhjvijXGLF6T8Bk5PmZ5tlYQTDWP4AerJgHBmxy5OuQUw=s240-c-k-c0x00ffffff-no-rj
UC29ju8bIPH5as8OGnQzwJyA,Traversy Media,Programación y desarrollo de software,https://yt3.ggpht.com/ytc/AIdro_mLysKc36lc_FVk2j777olWvLOjgDz6NCNGdiQBnAKRENM=s240-c-k-c0x00ffffff-no-rj
UC2AlIYPdKo5Q7LfsBpt0rZQ,Devin Walker,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/3WTyzk0Dv__oAv8pGoE1i-6WU5PQ6sHGOiBWGpyCOnzRVxVyJjYQxY52AgvHDv-7N2JDo8lEWw=s240-c-k-c0x00ffffff-no-rj
UC2AuPI5RSaSFaHEpd1-roXg,Julio Sánchez Cristo,Noticias y medios (Colombia),https://yt3.ggpht.com/yYCosTTX7h6qtFIOpX-5ICvwlFmvAien51aWi_KaanbUnxxSIUNHTuujblbCuGtUDxH8YB1ZPA=s240-c-k-c0x00ffffff-no-rj
UC2Cl2g2xFTZoAEldxYVzQFg,Geo History,"Historia, documentales y cultura",https://yt3.ggpht.com/BVFAviDOrKjOu4To0F3FRKoan67Rg2w2DmvCgz_MXJcRmojUfXkseBDNv933018_6U528hgbNg=s240-c-k-c0x00ffffff-no-rj
UC2Ec4P-ELlABAMux46YV_9g,Universidad Ean,Universidades y academia,https://yt3.ggpht.com/U8tZ7BOlq7D9j-8CQpigN4J-5p0la5_bJgrrlmNCKofUn-7wbiflJNZiHTrJDxvah4s4wcyZRA=s240-c-k-c0x00ffffff-no-rj
UC2P6BNmTzes6DKDtL2R72kQ,Cesde Oficial,Universidades y academia,https://yt3.ggpht.com/9cnwlzHOV11HN1DzPjAD8Fub8_xDD6G8UWDgnyGFsxVRwzK76IyffTAYZAJCwdQwM5erz2A4=s240-c-k-c0x00ffffff-no-rj
UC2SEk1w7DgoHs_G3w1biz-w,El Universal,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_lZjNjRFN2uXs4Zh1WxWIubPFm86LNZD9jjT3CNkCHqYOtN=s240-c-k-c0x00ffffff-no-rj
UC2TbYI_folO2wXRPJ0vrCtg,Cicco Management,"Economía, finanzas y negocios",https://yt3.ggpht.com/tPn6Tl7rQJskqpj-Et3BN7m58eeG1jZMV_DTCTmkEGrcTsqf6KjV8gWcHFsRk9SjE8wwdkt3=s240-c-k-c0x00ffffff-no-rj
UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/5Eyvt8Lqdea_DD_YRQoZ1EPrROHQuhbqfZmBfiiXrqYBv1PGU2cHAWGR0QzXKp3O9NVxTtOd=s240-c-k-c0x00ffffff-no-rj
UC2VAkhXrEjlpBqDRMeIKJnA,Garaje de ideas | Tech,Programación y desarrollo de software,https://yt3.ggpht.com/W1R7fyI43XdFsnbyniMKOVWd9aDU8xxAefjOcKr9YWE-vBcO2uFKFIh5zDMTpgcHpJrl9tv8Eg4=s240-c-k-c0x00ffffff-no-rj
UC2XLLbHCSkfop25FBM5yRmQ,minuto60,Noticias y medios (Colombia),https://yt3.ggpht.com/U5a04XR1fGHBQ9BQIM3YAi3_yhu2C8wLw8FBshCSe8CYyOqn7QIkyPywpETLmSWgqq6A3E6_Aw=s240-c-k-c0x00ffffff-no-rj
UC2Xq2PK-got3Rtz9ZJ32hLQ,Noticias Caracol,Noticias y medios (Colombia),https://yt3.ggpht.com/dHWWoN9qQQz6IXAAU7VdROXXhql4QA_1Nc1W4pYzHcbnrSy4YOtrXwyrqbIEdyWv_gnddgWY=s240-c-k-c0x00ffffff-no-rj
UC2b2wgxm0vFjQfJJ0iRcFRw,Zubair Trabzada | AI Workshop,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/brQnGHaQqSlR6HNPOndLqLDZQS8BZL-xiPWkYdusZ2LObSIf3iQSAS0vh2NahvZnOrkjZTalgA=s240-c-k-c0x00ffffff-no-rj
UC2cbqqiA_nxaEv26QsTCOsw,EXPLANATION-AVENUE - 3D Animations by Oliver Ende,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/lpvDAb9e7KidrKKt58dZLCNCAM3znmulg8Bg1Y_djRNro50w8wuLr181ZOrs-4Zo0vygGWFu6Q=s240-c-k-c0x00ffffff-no-rj
UC2ccm1GajfSujz7T18d7cKA,BBC Studios,Noticias y medios (internacionales),https://yt3.ggpht.com/eJvbR6DJpYIzNu5K9NXr3JHc_c0-8ds7W9CnZ0xywzZQfOTKC9GoMFfEeFMNXKAp9LL9DeaiwOM=s240-c-k-c0x00ffffff-no-rj
UC2m77KGMIKZCD0Kw35-4shQ,Yuval Noah Harari ,Universidades y academia,https://yt3.ggpht.com/rfMhrPkqtxdpBEY6Uxy33TkbwPOPSXsZmkfuhZmaVSlKXtcVRX-4D6txb1cIhBhA6bnpKPAM6Po=s240-c-k-c0x00ffffff-no-rj
UC2mtXUpAYLYJIZ2deSPhlqw,RT en Español,Noticias y medios (internacionales),
UC2oMkLK8tqUX7tNOW6oBbJA,Forschungszentrum Jülich,Universidades y academia,https://yt3.ggpht.com/ytc/AIdro_lmkuRQ7ysOLrLO-Kr8JNsRBsxhA0XChjXUL0-BBwuKlP8=s240-c-k-c0x00ffffff-no-rj
UC2ojq-nuP8ceeHqiroeKhBA,Nate Herk | AI Automation,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/rjiskq1h4EjTgsqvP_BOsnpwCdHUHKvSo00RmUraoWqDuHQN6RAUMdo1ircHs0ZcKQrrWNvukEs=s240-c-k-c0x00ffffff-no-rj
